SchoolID,AllSchoolInfoSchoolID,SchoolName,ActualShipDate,EstBookShipDate,MarketingStartDate,MarketingEndDate,IsDonorProject,IsMemberProject,AlumniTouchConsolidatedCount,AlumniTouchConsolidatedEmailCount,AlumniTouchConsolidatedPostcardCount,BEMLOptOutCount,HomeEmailBouncedCount,BusinessEmailBouncedCount,BuyersToRespondentsPercentage,MatchingHouseholdCandidates,MatchingHouseholdUniqueAddresses,MatchingHouseholdUniqueAddressesMoreThan2Candidates,MKTGSummaryAlumniCount,MKTGSummaryAlumniDeceasedRespondentsCount,MKTGSummaryAlumniLivingRespondentsCount,MKTGSummaryAlumniOriginalMarketableRespondentsCount,MKTGSummaryAlumniOriginalMarketableResponseRate,MKTGSummaryAlumniRespondentsCount,MKTGSummaryBuyersCount,MKTGSummarySalesCount,NumberOfBusinessAddressesAdded,NumberOfBusinessAddressesUpdated,NumberOfBusinessAddressesVerified,NumberOfBusinessEmailsUpdated,NumberOfBusinessEmailsVerified,NumberOfBusinessPhoneNumbersAdded,NumberOfBusinessEmailsAdded,NumberOfBusinessPhoneNumbersUpdated,NumberOfBusinessPhoneNumbersVerified,NumberOfCellPhoneNumbersAdded,NumberOfCellPhoneNumbersUpdated,NumberOfCellPhoneNumbersVerified,NumberOfEmployerNamesAdded,NumberOfEmployerNamesUpdated,NumberOfEmployerNamesVerified,NumberOfHomeAddressesAdded,NumberOfHomeAddressesNCOAUpdated,NumberOfHomeAddressesUpdated,NumberOfHomeAddressesVerified,NumberOfHomeEmailsAdded,NumberOfHomeEmailsUpdated,NumberOfHomeEmailsVerified,NumberOfHomePhoneNumbersAdded,NumberOfHomePhoneNumbersUpdated,NumberOfJobTitlesAdded,NumberOfHomePhoneNumbersVerified,NumberOfJobTitlesUpdated,NumberOfJobTitlesVerified,OptOutPercentage,OriginalBusinessEmailBouncedCount,OriginalHomeEmailBouncedCount,ThirdPartyAppendBouncedContributingEmailCount,ThirdPartyAppendContributingEmailBuyerCount,ThirdPartyAppendEmailCandidateContributingEmailCount,ThirdPartyAppendEmailCandidateCount,ThirdPartyAppendNonContributingEmailCount,TotalAlumniBuyersToOrigMarketable,TotalAlumniDeceased,TotalAlumniDeceasedOMRatio,TotalAlumniDeceasedRatio,TotalAlumniDeceasedRespondentsOMRatio,TotalAlumniDeceasedRespondentsRatio,TotalAlumniDonor,TotalAlumniDoNotEmail,TotalAlumniDoNotEmailToOrigMarketable,TotalAlumniDoNotMail,TotalAlumniDoNotMailToOrigMarketable,TotalAlumniDoNotPhone,TotalAlumniDoNotPhoneToOrigMarketable,TotalAlumniDoNotPrint,TotalAlumniDoNotPrintCL,TotalAlumniDoNotPrintCLOMRatio,TotalAlumniDoNotPrintRatio,TotalAlumniIncompleteContactInfo,TotalAlumniIncompleteContactInfoCL,TotalAlumniIncompleteContactInfoCLOMRatio,TotalAlumniIncompleteContactInfoRatio,TotalAlumniLivingRespondentsOMRatio,TotalAlumniLivingRespondentsRatio,TotalAlumniLost,TotalAlumniLostCL,TotalAlumniLostCLOMRatio,TotalAlumniLostRatio,TotalAlumniOriginalEmailable,TotalAlumniOriginalEmailableINTL,TotalAlumniOriginalEmailableINTLToOrigMarketable,TotalAlumniOriginalEmailableToOrigMarketable,TotalAlumniOriginalEmailableUSorCAN,TotalAlumniOriginalEmailableUSorCANToOrigMarketable,TotalAlumniOriginalMailable,TotalAlumniOriginalMailableINTL,TotalAlumniOriginalMailableINTLToOrigMarketable,TotalAlumniOriginalMailableToOrigMarketable,TotalAlumniOriginalMailableUSorCAN,TotalAlumniOriginalMailableUSorCANToOrigMarketable,TotalAlumniOriginalMarketable,TotalAlumniOriginalPhonable,TotalAlumniOriginalPhonableINTL,TotalAlumniOriginalPhonableINTLToOrigMarketable,TotalAlumniOriginalPhonableToOrigMarketable,TotalAlumniOriginalPhonableUSorCAN,TotalAlumniOriginalPhonableUSorCANToOrigMarketable,TotalAlumniOriginalRestrictedPhonable,TotalAlumniOriginalRestrictedPhonableToOrigMarketable,TotalAlumniPriorBuyer,TotalAlumniRemainingEmailable,TotalAlumniRemainingEmailableINTL,TotalAlumniRemainingEmailableINTLToOrigMarketable,TotalAlumniRemainingEmailableToOrigMarketable,TotalAlumniRemainingEmailableUSorCAN,TotalAlumniRemainingEmailableUSorCANToOrigMarketable,TotalAlumniRemainingMailable,TotalAlumniRemainingMailableCL,TotalAlumniRemainingMailableCLToOrigMarketable,TotalAlumniRemainingMailableINTL,TotalAlumniRemainingMailableINTLToOrigMarketable,TotalAlumniRemainingMailableToOrigMarketable,TotalAlumniRemainingMailableUSorCAN,TotalAlumniRemainingMailableUSorCANToOrigMarketable,TotalAlumniRemainingMarketableCandidates,TotalAlumniRemainingMarketableCandidatesCL,TotalAlumniRemainingMarketableCandidatesCLOMRatio,TotalAlumniRemainingMarketableCandidatesRatio,TotalAlumniRemainingPhonable,TotalAlumniRemainingPhonableINTL,TotalAlumniRemainingPhonableINTLToOrigMarketable,TotalAlumniRemainingPhonableToOrigMarketable,TotalAlumniRemainingPhonableUSorCAN,TotalAlumniRemainingPhonableUSorCANToOrigMarketable,TotalAlumniRemainingRestrictedPhonable,TotalAlumniRemainingRestrictedPhonableToOrigMarketable,TotalAlumniRespondentsRatio,TotalAlumniRespondentsToOrigMarketable,TotalAlumniStaff,TotalAlumniVIP,TotalAlumniUncontactable,TotalAlumniUncontactableCL,TotalAlumniUncontactableCLOMRatio,TotalAlumniUncontactableRatio,TotalConstituentsWithClientOriginatedEmployerName,TotalConstituentsWithClientOriginatedJobTitle,TotalConstituentsWithInValidClientOriginatedBusinessEmails,TotalConstituentsWithInValidClientOriginatedHomeEmails,TotalConstituentsWithValidClientOriginatedBusinessPhones,TotalConstituentsWithValidClientOriginatedCellPhones,TotalConstituentsWithValidClientOriginatedHomeEmails,TotalConstituentsWithValidClientOriginatedHomePhones,TotalMarketedTo,TotalNonDeceasedRecords,TotalPCIAmountOrders,TotalPCIAmountPaid,TotalPCIMemDonOrders,TotalPostcardBuncedCandidateCount,TotalPostcardCost,TotalPostcardProfit,TotalPostcardProfitPercentage,ValidClientOriginatedBusinessEmails,ClientDatabaseName,NoProductPitch,OneProductPitch,TwoOrMoreProductPitch,ProductPitchRate,TotalStoriesCollected,TotalStoriesToBePublished,TotalStoriesCompleted,TotalPhotoSubmissions,TotalHasPhotoSubmission,TotalPhotosSubmitted,TotalConstituentsWithPhotoAndIncludedInBook,StoriesToRespondents %,Photos To Stories In Book %
496,9896,Indiana Wesleyan University 2015,,3/2/2016,3/6/2015,9/6/2015,FALSE,FALSE,312332,284401,96787,31,5179,366,6.28,10030,4885,29,84680,148,11490,11604,15.04180439,11638,731,792,2090,2165,1514,171,206,2187,2376,735,712,2960,930,3237,4724,1771,1926,143,0,2720,7801,803,1991,7429,935,2435,5603,5674,1883,1481,0.0547780605,0,6,474,13,10213,9868,255,0.95,2685,3,3,0,0,3966,1306,1.69,502,0.65,2518,3.26,747,750,1,1,150,246,0,0,15,14,2156,1067,1,3,46994,104,0.13,60.92,46890,60.78,75597,151,0.2,97.99,75446,97.8,77145,53303,91,0.12,69.09,21719,28.15,31493,40.82,0,44241,102,0.13,57.35,34271,44.42,65207,67076,86.95,25,0.03,84.53,65182,84.49,66916,67855,88,79,32037,84,0.11,41.53,12600,16.33,19353,25.09,14,15.09,1363,19,388,439,1,0,25755,24957,0,0,2985,6817,0,14392,63224,81847,106409,105105,0,443,26211,78893.85,74.14,0,Ellucian Advance,,,,,,,,0,,,,,
497,9874,Lincoln University (PA) 2015,,2/20/2016,2/27/2015,8/27/2015,FALSE,FALSE,67776,54346,39113,4,434,120,21.7,1127,539,8,17217,98,2980,3058,19.81981982,3078,668,705,669,501,316,75,99,435,597,538,380,1675,0,0,985,679,818,1,1305,573,2130,549,490,1542,539,627,1075,1410,869,723,0.0371091938,0,0,809,61,1979,1979,183,4.33,1474,10,9,1,1,5823,12,0.08,31,0.2,84,0.54,62,68,0,0,215,520,3,1,19,17,3401,1897,12,20,7631,15,0.1,49.46,7616,49.36,14861,0,0,96.32,14861,96.32,15429,9738,0,0,63.11,9717,62.98,21,0.14,0,7000,0,0,45.37,5021,32.54,7244,9408,60.98,0,0,46.95,7244,46.95,8985,10177,66,52,4269,0,0,27.67,4261,27.62,8,0.05,18,19.95,36,0,2,3,0,0,7861,8203,0,0,1570,1176,0,5141,12462,15657,110084,108886,0,192,11160,97726.14,88.77,0,Raiser's Edge v7.94 or earlier,,,,,,,,0,,,,,
498,9908,University of Mississippi 4X 2015,,3/4/2016,3/13/2015,9/4/2015,FALSE,FALSE,9144,9009,9144,2,588,147,13.93,0,0,0,67865,3,593,596,0.8782141015,596,83,0,200,0,0,0,0,173,78,0,0,318,0,0,395,0,0,0,692,48,490,57,0,0,50,119,454,343,0,0,0.07923930269,0,0,0,0,0,0,0,0.12,0,0,0,0,0,83,38,0.06,44,0.06,38,0.06,0,0,0,0,0,1,0,0,1,1,346,0,0,1,0,0,0,0,0,0,67865,0,0,100,67865,100,67865,47996,0,0,70.72,47822,70.47,174,0.26,0,6930,0,0,10.21,6930,10.21,66801,67188,99,0,0,98.43,66801,98.43,66884,67228,99,99,38893,0,0,57.31,38738,57.08,155,0.23,1,0.88,0,0,39,40,0,0,0,0,0,0,0,0,0,0,2542,0,0,0,6428,42,2743.2,-2743.2,0,0,Raiser's Edge v7.94 or earlier,,,,,,,,0,,,,,
499,9875,Baylor College of Medicine 2015,,3/10/2016,3/13/2015,9/13/2015,FALSE,FALSE,74651,37677,53943,21,355,648,17.43,1684,838,1,23024,101,4811,4900,26.53238033,4912,856,954,929,1566,943,417,470,857,926,1136,1073,1822,545,573,1355,1529,1207,165,360,817,3442,1143,482,2379,883,784,2292,2097,710,1052,0.2418797512,1,1,0,0,0,0,0,4.64,3334,18,14,1,0,8682,338,1.83,130,0.7,401,2.17,12,12,0,0,70,190,1,0,26,21,1309,814,4,6,8132,68,0.37,44.03,8064,43.66,18231,146,0.79,98.72,18085,97.93,18468,12958,37,0.2,70.16,12817,69.4,104,0.56,4,4281,44,0.24,23.18,4237,22.94,13095,13436,72.75,48,0.26,70.91,13047,70.65,13353,13721,74,58,8927,32,0.17,48.34,8819,47.75,76,0.41,21,26.6,1183,0,34,41,0,0,13292,8464,0,0,7088,3952,0,9142,18386,19591,154111,154452,0,352,15457.2,138995.11,90.19,0,Raiser's Edge v7.94 or earlier,,,,,,,,0,,,,,
500,9899,New Jersey Institute of Technology 2015,,3/16/2016,3/20/2015,9/20/2015,FALSE,FALSE,326988,281144,123637,32,1486,833,11.2,5505,2616,55,67719,135,9329,9429,16.47677629,9464,1060,1146,1565,2693,1613,517,902,1658,2780,1796,1811,2250,1866,1355,2971,1768,2664,5,1002,1497,7017,1114,1394,5371,513,2065,3442,5228,1972,2227,0.07499941407,2,5,338,60,6189,6189,170,1.85,6657,12,10,0,0,6101,1240,2.17,3800,6.64,5689,9.94,2,2,0,0,172,250,0,0,16,14,3041,2373,4,4,35512,1168,2.04,62.06,34344,60.01,55951,1788,3.12,97.77,54163,94.65,57226,44713,242,0.42,78.13,44301,77.41,170,0.3,0,32621,1028,1.8,57,25404,44.39,45480,46557,81.36,1237,2.16,79.47,44243,77.31,47437,47977,84,70,36091,248,0.43,63.07,35719,62.42,124,0.22,14,16.54,704,464,946,996,2,1,31328,30387,0,0,15950,17775,0,37623,56622,60927,170397,170467,0,659,35260.8,135206.07,79.35,0,Raiser's Edge v7.94 or earlier,,,,,,,,0,,,,,
501,9877,Archbishop Carroll High School 2015,,3/10/2016,3/13/2015,9/13/2015,FALSE,FALSE,20671,14965,15590,7,469,30,18.82,730,341,7,8800,18,1082,1097,14.7624815,1100,207,223,293,0,0,6,16,176,165,77,75,447,40,174,774,0,0,3,491,152,839,61,120,805,42,266,867,708,0,0,0.1353179973,0,0,7,2,1432,1432,8,2.79,1,0,0,0,0,705,4,0.05,827,11.13,6,0.08,3,3,0,0,1077,1115,15,12,15,12,153,0,0,2,3709,0,0,49.91,3709,49.91,5921,1,0.01,79.68,5920,79.67,7431,6436,0,0,86.61,6424,86.45,12,0.16,0,3713,0,0,49.97,2281,30.7,4849,4882,65.7,0,0,65.25,4849,65.25,6365,6479,87,72,4990,0,0,67.15,4981,67.03,9,0.12,13,14.8,0,0,101,102,1,1,757,961,0,0,631,943,0,5612,7374,8793,31354,31299,0,26,4370.7,26928.6,85.89,0,Senior Systems,,,,,,,,0,,,,,
502,9901,United States Merchant Marine Academy Alumni Assoc 2015,,3/18/2016,3/20/2015,9/20/2015,FALSE,FALSE,76664,56820,61008,11,1888,354,23.12,499,240,3,22712,266,6720,6976,49.31429379,6986,1615,1793,334,2114,1726,399,391,371,1204,1292,1479,2413,261,1292,490,1897,4003,7,172,1162,5375,624,1279,3978,321,1620,647,4316,2850,2919,0.1085883514,1,1,56,76,849,849,65,11.42,8103,57,36,2,1,0,23,0.16,171,1.21,57,0.4,1,1,0,0,456,552,4,2,48,30,290,0,0,1,9537,131,0.93,67.42,9406,66.49,13991,186,1.31,98.9,13805,97.59,14146,12291,129,0.91,86.89,12069,85.32,93,0.66,2207,3315,96,0.68,23.43,2370,16.75,6402,6536,46.2,99,0.7,45.26,6303,44.56,6835,7024,50,30,5004,80,0.57,35.37,4867,34.41,57,0.4,31,49.38,205,21,41,46,0,0,0,0,0,0,0,0,0,0,14078,0,279715,279902,0,516,17915.4,261986.64,93.66,0,Raiser's Edge v7.94 or earlier,,,,,,,,0,,,,,
503,9795,Iona College 2015,,3/18/2016,3/20/2015,9/25/2015,FALSE,FALSE,58014,52229,32153,13,2170,17,13.66,4992,2388,23,53074,24,2999,3008,8.175912587,3023,413,430,358,591,484,13,21,704,567,4,0,605,182,914,550,818,941,36,912,469,2142,77,384,2202,107,524,734,1953,820,848,0.1097509498,0,6,105,0,10824,10824,4,1.12,3694,10,7,0,0,21293,125,0.34,423,1.15,1842,5.01,0,0,0,0,206,266,1,0,8,6,11544,9403,26,22,11866,57,0.15,32.25,11809,32.1,35668,58,0.16,96.95,35610,96.79,36791,26342,22,0.06,71.6,26271,71.41,49,0.13,0,17641,59,0.16,47.95,6758,18.37,31981,35318,96,8,0.02,86.93,31973,86.9,34360,36400,99,65,23212,22,0.06,63.09,23156,62.94,34,0.09,6,8.22,203,0,247,288,1,0,24776,23699,0,0,667,4189,0,25357,14681,49356,63832,63777,0,1014,8550.3,55227.17,86.52,0,Raiser's Edge v7.94 or earlier,,,,,,,,0,,,,,
504,9851,University of Wisconsin Stout Alumni Association 2015,,3/24/2016,3/27/2015,9/27/2015,FALSE,FALSE,175595,142701,73423,16,5327,3561,9.05,0,0,0,74716,142,9706,9712,15.76265135,9848,891,949,1135,2823,2106,1102,1501,1063,1115,1911,1696,3689,64,139,1375,2458,4235,2,3491,1596,7007,1510,1309,5174,1208,2299,1590,4193,3456,3348,0.03897875658,3,1,74,62,9563,9562,290,1.45,6651,11,9,0,0,18744,108,0.18,982,1.59,3119,5.06,666,679,1,1,725,953,2,1,16,13,5404,4162,7,7,21351,131,0.21,34.65,21220,34.44,60738,880,1.43,98.58,59858,97.15,61614,43712,219,0.36,70.94,43261,70.21,232,0.38,845,27047,251,0.41,43.9,17234,27.97,49415,50561,82.06,13,0.02,80.2,49402,80.18,50988,51955,84,68,30852,150,0.24,50.07,30529,49.55,173,0.28,13,15.98,275,201,434,468,1,1,0,0,0,0,0,0,0,0,52982,0,137312,136982,0,918,21303,115679.29,84.25,0,Raiser's Edge v7.94 or earlier,,,,,,,,0,,,,,
505,9893,Rutgers University Alumni Association 2015,,4/27/2016,3/27/2015,9/27/2015,FALSE,FALSE,1677379,1486419,512049,188,52329,6505,9.16,78085,37130,473,460022,350,49955,50214,11.87128682,50305,4609,4846,6623,10579,9288,2390,4257,5473,7948,7567,9300,12256,2044,10579,11755,10801,15283,668,5572,7672,36877,3336,7519,32718,3075,9363,14839,29020,11349,13563,0.07306532351,2,49,4294,64,46808,46807,732,1.09,5,0,0,0,0,55057,1015,0.24,3015,0.71,52629,12.44,24,25,0,0,3154,3479,1,1,12,11,37241,31667,7,8,221292,1575,0.37,52.32,219717,51.94,408903,3408,0.81,96.67,405495,95.86,422987,284038,1849,0.44,67.15,281431,66.53,758,0.18,0,172808,1012,0.24,40.85,124989,29.55,354490,362234,85.64,80,0.02,83.81,354410,83.79,367520,372605,88,80,245680,1503,0.36,58.08,243547,57.58,630,0.15,11,11.89,10697,479,1773,1936,0,0,0,0,0,0,0,0,0,0,299745,0,740765,738574,0,2925,130685.7,607888.03,82.06,0,Ellucian Advance,,,,,,,,0,,,,,
506,9879,Seton Hall University School of Law 2015,,12/30/2015,4/3/2015,8/15/2015,FALSE,FALSE,50096,40855,35639,8,1901,1009,11.36,913,454,0,15065,29,3290,3313,23.26218228,3319,377,377,1828,117,144,376,693,608,832,627,1070,1257,192,351,600,1106,1105,200,365,624,2043,239,744,1838,295,732,1515,1544,537,675,0.08097165992,0,1,49,8,1432,1432,39,2.65,1,0,0,0,0,6922,307,2.16,275,1.93,823,5.78,1,1,0,0,326,490,3,2,23,22,531,0,0,4,8221,4,0.03,57.72,8217,57.7,13980,5,0.04,98.16,13975,98.13,14242,11480,1,0.01,80.61,11454,80.42,25,0.18,0,5190,1,0.01,36.44,3757,26.38,10178,10578,74.27,1,0.01,71.46,10177,71.46,10653,11001,77,71,7359,0,0,51.67,7338,51.52,21,0.15,22,23.3,51,414,234,253,2,2,0,0,0,0,0,0,0,0,14277,0,52342,52312,0,539,10300.8,42011.38,80.26,0,BSR,,,,,,,,0,,,,,
507,9857,Boise State University Alumni Association 2015,,5/16/2016,5/29/2015,11/10/2015,FALSE,TRUE,318533,289591,79336,15,1458,275,8.49,0,0,0,81874,94,10987,11006,15.30077435,11081,941,956,1506,2404,2204,349,1192,1262,1768,2128,1724,3228,1010,3039,2112,2855,4320,4,886,1917,8365,959,1254,7610,1701,1198,3104,3687,2620,3576,0.03373288056,1,5,665,33,7672,7672,442,1.31,3923,5,5,0,0,24245,4819,6.7,5364,7.46,9763,13.57,4,4,0,0,63,235,0,0,15,13,5358,4192,6,7,36434,184,0.26,50.65,36250,50.4,69413,282,0.39,96.5,69131,96.11,71931,31027,85,0.12,43.13,30739,42.73,203,0.28,0,32387,179,0.25,45.03,24536,34.11,57314,58688,81.59,158,0.22,79.68,57156,79.46,60434,61277,85,74,22116,75,0.1,30.75,21895,30.44,146,0.2,14,15.41,60,27,1011,1162,2,1,39067,35273,0,0,13079,3644,0,16749,59553,77857,146895,146872,9430,1031,20955,125917.15,85.72,0,Raiser's Edge v7.94 or earlier,,,,,,,,0,,,,,
509,9884,Grand Valley State University 2015,,4/14/2016,4/17/2015,10/14/2015,FALSE,FALSE,194042,164239,85258,9,2708,449,7.31,0,0,0,93628,38,8103,8127,9.294373285,8141,595,663,1781,1750,1129,286,778,1411,1537,1419,1001,2113,1477,1731,1640,2242,2953,69,1886,886,6612,624,1414,5187,2222,582,2563,1855,2216,2268,0.02576803046,0,4,38,1,4969,4969,0,0.68,1592,2,2,0,0,3170,51392,58.77,49565,56.68,16265,18.6,0,0,0,0,192,274,0,0,9,9,3455,2589,3,4,59532,37,0.04,68.08,59495,68.04,83439,27,0.03,95.42,83412,95.39,87440,25121,16,0.02,28.73,24907,28.48,198,0.23,0,18117,1,0,20.72,13147,15.04,32186,32406,37.06,11,0.01,36.81,32175,36.8,33001,33150,38,35,9950,9,0.01,11.38,9866,11.28,75,0.09,9,9.31,557,6,47247,47882,55,50,44530,39108,0,0,5262,2585,0,8044,59911,91998,94924,94565,0,395,23433.9,71130.75,74.93,0,Banner,,,,,,,,0,,,,,
510,9914,University of the Cumberlands 2015,,4/17/2016,4/24/2015,10/24/2015,FALSE,FALSE,67277,38302,44239,10,542,129,10.15,4715,2284,14,25405,104,3876,3930,21.11427497,3980,404,444,416,657,561,105,286,713,415,0,0,1356,130,351,1511,558,686,4,1036,492,3019,686,320,1758,136,926,1048,2419,1390,799,0.1033057851,0,0,0,0,0,0,0,2.17,3303,18,13,1,0,4354,7,0.04,15,0.08,151,0.81,0,1,0,0,643,740,4,3,21,15,2175,1599,9,9,9386,53,0.28,50.43,9333,50.14,18123,87,0.47,97.37,18036,96.9,18613,15737,56,0.3,84.55,15305,82.23,376,2.02,350,7116,46,0.25,38.23,7070,37.98,14663,15300,82.2,21,0.11,78.78,14642,78.67,15168,15644,84,60,8743,17,0.09,46.97,8498,45.66,228,1.22,16,21.38,9,0,136,138,1,1,0,0,0,0,0,0,0,0,18235,0,59051,59286,0,205,11532.6,47752.98,80.87,0,Ellucian Advance,,,,,,,,0,,,,,
511,9903,Albany College of Pharmacy and Health Sciences 2015,,6/4/2016,6/5/2015,12/5/2015,FALSE,FALSE,34439,28993,19297,2,396,1,12.57,916,453,0,9380,30,2054,2075,31.97719217,2084,262,289,251,553,482,0,0,634,345,0,0,599,250,288,437,461,865,60,380,287,1527,110,321,1400,171,250,776,1322,364,638,0.04586104105,0,0,0,0,0,0,0,4.04,1624,25,17,0,0,0,9,0.14,13,0.2,13,0.2,0,0,0,0,1162,267,4,12,32,22,217,1005,15,2,4312,10,0.15,66.45,4302,66.3,5877,6,0.09,90.57,5871,90.48,6489,4182,7,0.11,64.45,4161,64.12,14,0.22,0,2137,5,0.08,32.93,2132,32.86,3818,4027,62.06,3,0.05,58.84,3815,58.79,4292,4398,68,46,2074,3,0.05,31.96,2064,31.81,7,0.11,22,32.12,34,0,1,2,0,0,3927,3170,0,0,607,1338,0,3317,6467,7726,42066,42066,0,131,5338.5,36727.91,87.31,0,Raiser's Edge v7.94 or earlier,,,,,,,,0,,,,,
512,9911,Cranbrook Kingswood 2015,,4/22/2016,4/22/2015,10/22/2015,TRUE,FALSE,44032,34992,26045,7,458,87,18.08,1306,609,10,13428,53,3952,3978,39.93975904,4005,724,723,612,722,460,138,180,372,591,650,571,1447,154,592,1442,602,649,0,399,754,2900,352,564,2566,257,834,2026,2228,469,508,0.1082251082,0,0,0,0,0,0,0,7.27,1926,19,14,1,0,3986,175,1.76,352,3.53,1792,17.99,1,1,0,0,274,359,4,2,40,29,1248,950,10,9,6285,304,3.05,63.1,5981,60.05,9504,501,5.03,95.42,9003,90.39,9960,6465,394,3.96,64.91,6004,60.28,67,0.67,793,2639,212,2.13,26.5,2427,24.37,5304,5564,55.86,242,2.43,53.25,5062,50.82,5726,5917,59,43,3319,318,3.19,33.32,2963,29.75,38,0.38,30,40.21,102,60,248,270,3,2,4165,4458,0,0,1529,1611,0,4469,9751,11449,101619,101623,1425,170,7608.6,94014.64,92.52,0,Senior Systems,,,,,,,,0,,,,,
513,9890,Iota Phi Theta Fraternity 2015,,5/1/2016,4/27/2015,10/27/2015,TRUE,FALSE,14340,12839,6562,0,163,43,16.94,0,0,0,3769,6,1340,1312,35.4882337,1346,228,242,228,473,195,132,213,217,225,188,211,215,116,798,340,404,338,60,390,285,745,0,129,1116,133,231,396,555,355,341,0,0,0,0,0,0,0,0,6.17,3,0,0,0,0,898,2,0.05,2,0.05,2,0.05,67,68,2,2,54,58,2,1,36,36,9,0,0,0,3697,4,0.11,100,3693,99.89,2683,3,0.08,72.57,2680,72.49,3697,2104,4,0.11,56.91,2059,55.69,41,1.11,0,2202,2,0.05,59.56,2200,59.51,1449,1675,45.31,0,0,39.19,1449,39.19,2290,2294,62,61,578,2,0.05,15.63,562,15.2,14,0.38,36,36.41,1,0,0,0,0,0,1615,1625,0,0,545,716,0,926,3756,3772,42845,42368,1050,110,1968.6,40399.21,94.29,0,Microsoft SQL Server 2000/2005/2008,,,,,,,,0,,,,,
514,9894,Tennessee Wesleyan College 2015,,5/5/2016,5/8/2015,11/8/2015,TRUE,FALSE,18209,10015,10423,0,414,1,13.55,1693,811,11,10908,69,1289,1329,16.91054842,1358,184,200,233,10,7,0,0,161,124,35,31,379,42,180,851,0,0,0,920,160,994,386,128,279,188,181,992,793,0,0,0,0,0,0,0,0,0,0,2.34,1700,22,16,1,1,3070,3,0.04,83,1.06,18,0.23,0,0,0,0,291,331,4,3,16,12,1218,921,12,11,2556,26,0.33,32.52,2530,32.19,7608,165,2.1,96.81,7443,94.71,7859,4803,70,0.89,61.11,4721,60.07,12,0.15,0,1717,23,0.29,21.85,1694,21.55,6092,6347,80.76,34,0.43,77.52,6058,77.08,6284,6536,83,58,3042,65,0.83,38.71,2969,37.78,8,0.1,12,17.28,49,33,57,62,1,1,838,1113,0,0,534,1354,0,3761,5791,9139,25222,25302,300,59,2726.4,22575.95,89.51,0,Jenzabar,,,,,,,,0,,,,,
515,9905,Nerinx Hall 2015,,11/13/2016,11/13/2015,11/22/2015,FALSE,FALSE,21856,15007,14537,34,784,181,6.55,758,350,5,8036,25,2768,2785,40.4033077,2793,183,183,773,0,0,0,0,0,651,0,0,832,118,878,1738,0,0,5,97,539,2011,89,475,1927,114,893,1995,1270,0,0,0.6712734452,0,787,8,3,702,702,3,2.65,621,9,8,0,0,2,10,0.15,17,0.25,10,0.15,0,0,0,0,7,35,1,0,40,34,610,461,7,8,5101,19,0.28,74,5082,73.73,6719,20,0.29,97.48,6699,97.19,6893,5466,6,0.09,79.3,5436,78.86,24,0.35,0,2559,9,0.13,37.12,1848,26.81,3786,3958,57.42,3,0.04,54.93,3783,54.88,3997,4118,60,50,2888,2,0.03,41.9,2874,41.69,12,0.17,35,40.52,21,13,8,8,0,0,1665,2155,0,0,0,1293,0,4350,6861,7390,22019,22145,0,165,4159.8,17985.45,81.68,0,In-House,,,,,,,,0,,,,,
516,9885,Wesley College 2015,,5/13/2016,5/15/2015,11/15/2015,FALSE,FALSE,59381,48982,28711,2,1491,93,14.56,1087,539,0,16920,44,2133,2155,17.50182734,2177,317,336,356,545,328,47,52,258,326,398,269,720,72,318,408,587,788,5,909,258,1663,185,511,1133,149,394,432,1293,684,755,0.02614037381,0,0,0,0,0,0,0,2.57,832,7,5,0,0,5139,327,2.66,1621,13.16,961,7.8,2,2,0,0,15,231,2,0,17,13,3829,3081,25,23,7734,6,0.05,62.81,7728,62.76,10907,0,0,88.58,10907,88.58,12313,8996,0,0,73.06,8980,72.93,16,0.13,0,3599,0,0,29.23,3599,29.23,8574,9009,73.17,0,0,69.63,8574,69.63,9441,9940,81,56,6598,0,0,53.59,6583,53.46,15,0.12,13,17.68,67,0,624,657,5,4,0,0,0,0,0,0,0,0,12038,0,46648,46703,0,312,8533.8,38169.18,81.82,0,Raiser's Edge v7.94 or earlier,,,,,,,,0,,,,,
517,9917,University of Texas 2015,,5/19/2016,5/29/2015,12/5/2015,FALSE,FALSE,3180106,2853926,992344,228,15132,199,10.78,128873,60396,1134,539478,1788,103816,104656,23.27452581,105604,11385,11075,12798,28636,21511,0,2,7949,24297,27507,24830,32626,18256,11523,25179,24858,30328,66,12489,17634,75883,12031,11986,63950,1704,34735,34090,55807,23935,26042,0.07121750701,0,40,3764,678,43251,43249,2237,2.53,36285,8,7,0,0,20873,851,0.19,1921,0.43,1956,0.43,56,67,0,0,2697,3052,1,1,23,19,41266,36477,8,8,263333,4154,0.92,58.56,259179,57.64,421261,5027,1.12,93.68,416234,92.57,449659,399614,4573,1.02,88.87,393365,87.48,1676,0.37,0,217908,3145,0.7,48.46,171514,38.14,318421,324044,72.06,349,0.08,70.81,318072,70.74,351343,355714,79,65,303979,3858,0.86,67.6,298693,66.43,1428,0.32,20,23.49,1069,1816,2227,2279,1,0,0,0,0,0,0,0,0,0,411154,0,2171045,2168684,401073,8200,257854.5,1910829.2,88.01,0,SalesForce,,,,,,,,0,,,,,
