SchoolID,AllSchoolInfoSchoolID,SchoolName,ActualShipDate,EstBookShipDate,MarketingStartDate,MarketingEndDate,IsDonorProject,IsMemberProject,AlumniTouchConsolidatedCount,AlumniTouchConsolidatedEmailCount,AlumniTouchConsolidatedPostcardCount,BEMLOptOutCount,HomeEmailBouncedCount,BusinessEmailBouncedCount,BuyersToRespondentsPercentage,MatchingHouseholdCandidates,MatchingHouseholdUniqueAddresses,MatchingHouseholdUniqueAddressesMoreThan2Candidates,MKTGSummaryAlumniCount,MKTGSummaryAlumniDeceasedRespondentsCount,MKTGSummaryAlumniLivingRespondentsCount,MKTGSummaryAlumniOriginalMarketableRespondentsCount,MKTGSummaryAlumniOriginalMarketableResponseRate,MKTGSummaryAlumniRespondentsCount,MKTGSummaryBuyersCount,MKTGSummarySalesCount,NumberOfBusinessAddressesAdded,NumberOfBusinessAddressesUpdated,NumberOfBusinessAddressesVerified,NumberOfBusinessEmailsUpdated,NumberOfBusinessEmailsVerified,NumberOfBusinessPhoneNumbersAdded,NumberOfBusinessEmailsAdded,NumberOfBusinessPhoneNumbersUpdated,NumberOfBusinessPhoneNumbersVerified,NumberOfCellPhoneNumbersAdded,NumberOfCellPhoneNumbersUpdated,NumberOfCellPhoneNumbersVerified,NumberOfEmployerNamesAdded,NumberOfEmployerNamesUpdated,NumberOfEmployerNamesVerified,NumberOfHomeAddressesAdded,NumberOfHomeAddressesNCOAUpdated,NumberOfHomeAddressesUpdated,NumberOfHomeAddressesVerified,NumberOfHomeEmailsAdded,NumberOfHomeEmailsUpdated,NumberOfHomeEmailsVerified,NumberOfHomePhoneNumbersAdded,NumberOfHomePhoneNumbersUpdated,NumberOfJobTitlesAdded,NumberOfHomePhoneNumbersVerified,NumberOfJobTitlesUpdated,NumberOfJobTitlesVerified,OptOutPercentage,OriginalBusinessEmailBouncedCount,OriginalHomeEmailBouncedCount,ThirdPartyAppendBouncedContributingEmailCount,ThirdPartyAppendContributingEmailBuyerCount,ThirdPartyAppendEmailCandidateContributingEmailCount,ThirdPartyAppendEmailCandidateCount,ThirdPartyAppendNonContributingEmailCount,TotalAlumniBuyersToOrigMarketable,TotalAlumniDeceased,TotalAlumniDeceasedOMRatio,TotalAlumniDeceasedRatio,TotalAlumniDeceasedRespondentsOMRatio,TotalAlumniDeceasedRespondentsRatio,TotalAlumniDonor,TotalAlumniDoNotEmail,TotalAlumniDoNotEmailToOrigMarketable,TotalAlumniDoNotMail,TotalAlumniDoNotMailToOrigMarketable,TotalAlumniDoNotPhone,TotalAlumniDoNotPhoneToOrigMarketable,TotalAlumniDoNotPrint,TotalAlumniDoNotPrintCL,TotalAlumniDoNotPrintCLOMRatio,TotalAlumniDoNotPrintRatio,TotalAlumniIncompleteContactInfo,TotalAlumniIncompleteContactInfoCL,TotalAlumniIncompleteContactInfoCLOMRatio,TotalAlumniIncompleteContactInfoRatio,TotalAlumniLivingRespondentsOMRatio,TotalAlumniLivingRespondentsRatio,TotalAlumniLost,TotalAlumniLostCL,TotalAlumniLostCLOMRatio,TotalAlumniLostRatio,TotalAlumniOriginalEmailable,TotalAlumniOriginalEmailableINTL,TotalAlumniOriginalEmailableINTLToOrigMarketable,TotalAlumniOriginalEmailableToOrigMarketable,TotalAlumniOriginalEmailableUSorCAN,TotalAlumniOriginalEmailableUSorCANToOrigMarketable,TotalAlumniOriginalMailable,TotalAlumniOriginalMailableINTL,TotalAlumniOriginalMailableINTLToOrigMarketable,TotalAlumniOriginalMailableToOrigMarketable,TotalAlumniOriginalMailableUSorCAN,TotalAlumniOriginalMailableUSorCANToOrigMarketable,TotalAlumniOriginalMarketable,TotalAlumniOriginalPhonable,TotalAlumniOriginalPhonableINTL,TotalAlumniOriginalPhonableINTLToOrigMarketable,TotalAlumniOriginalPhonableToOrigMarketable,TotalAlumniOriginalPhonableUSorCAN,TotalAlumniOriginalPhonableUSorCANToOrigMarketable,TotalAlumniOriginalRestrictedPhonable,TotalAlumniOriginalRestrictedPhonableToOrigMarketable,TotalAlumniPriorBuyer,TotalAlumniRemainingEmailable,TotalAlumniRemainingEmailableINTL,TotalAlumniRemainingEmailableINTLToOrigMarketable,TotalAlumniRemainingEmailableToOrigMarketable,TotalAlumniRemainingEmailableUSorCAN,TotalAlumniRemainingEmailableUSorCANToOrigMarketable,TotalAlumniRemainingMailable,TotalAlumniRemainingMailableCL,TotalAlumniRemainingMailableCLToOrigMarketable,TotalAlumniRemainingMailableINTL,TotalAlumniRemainingMailableINTLToOrigMarketable,TotalAlumniRemainingMailableToOrigMarketable,TotalAlumniRemainingMailableUSorCAN,TotalAlumniRemainingMailableUSorCANToOrigMarketable,TotalAlumniRemainingMarketableCandidates,TotalAlumniRemainingMarketableCandidatesCL,TotalAlumniRemainingMarketableCandidatesCLOMRatio,TotalAlumniRemainingMarketableCandidatesRatio,TotalAlumniRemainingPhonable,TotalAlumniRemainingPhonableINTL,TotalAlumniRemainingPhonableINTLToOrigMarketable,TotalAlumniRemainingPhonableToOrigMarketable,TotalAlumniRemainingPhonableUSorCAN,TotalAlumniRemainingPhonableUSorCANToOrigMarketable,TotalAlumniRemainingRestrictedPhonable,TotalAlumniRemainingRestrictedPhonableToOrigMarketable,TotalAlumniRespondentsRatio,TotalAlumniRespondentsToOrigMarketable,TotalAlumniStaff,TotalAlumniVIP,TotalAlumniUncontactable,TotalAlumniUncontactableCL,TotalAlumniUncontactableCLOMRatio,TotalAlumniUncontactableRatio,TotalConstituentsWithClientOriginatedEmployerName,TotalConstituentsWithClientOriginatedJobTitle,TotalConstituentsWithInValidClientOriginatedBusinessEmails,TotalConstituentsWithInValidClientOriginatedHomeEmails,TotalConstituentsWithValidClientOriginatedBusinessPhones,TotalConstituentsWithValidClientOriginatedCellPhones,TotalConstituentsWithValidClientOriginatedHomeEmails,TotalConstituentsWithValidClientOriginatedHomePhones,TotalMarketedTo,TotalNonDeceasedRecords,TotalPCIAmountOrders,TotalPCIAmountPaid,TotalPCIMemDonOrders,TotalPostcardBuncedCandidateCount,TotalPostcardCost,TotalPostcardProfit,TotalPostcardProfitPercentage,ValidClientOriginatedBusinessEmails,ClientDatabaseName,NoProductPitch,OneProductPitch,TwoOrMoreProductPitch,ProductPitchRate,TotalStoriesCollected,TotalStoriesToBePublished,TotalStoriesCompleted,TotalPhotoSubmissions,TotalHasPhotoSubmission,TotalPhotosSubmitted,TotalConstituentsWithPhotoAndIncludedInBook,StoriesToRespondents %,Photos To Stories In Book %
3368,284701,"Esther Grand Chapter, Order of the Eastern Star",1/28/2021,8/7/2020,8/9/2019,2/7/2020,FALSE,FALSE,12756,6155,6601,0,288,0,9.32,0,0,0,3400,8,1323,1324,44.4593687,1331,124,142,351,0,0,0,0,271,0,0,0,962,0,0,938,0,0,3,159,175,1037,785,42,174,108,486,1104,581,0,0,0,0,153,880,54,375,363,291,4.16,2,0,0,0,0,0,71,2.38,110,3.69,109,3.66,116,157,5,3,173,247,8,5,44,39,400,0,0,12,366,0,0,12.29,366,12.29,2907,0,0,97.62,2907,97.62,2978,2406,0,0,80.79,2389,80.22,17,0.57,0,406,0,0,13.63,43,1.44,1312,1555,52.22,0,0,44.06,1312,44.06,1378,1662,56,41,783,0,0,26.29,779,26.16,4,0.13,39,44.69,0,0,0,1,0,0,0,0,0,66,0,0,244,1184,2984,3414,32814,32716,0,188,1980.3,30735.87,93.67,0,Excel,,,,,,,,68,,,,,
3369,284801,Manchester High School West,4/7/2021,1/25/2021,11/15/2019,4/17/2020,FALSE,FALSE,95610,78954,16656,0,1415,0,6.41,6895,2710,369,27272,180,2349,2491,14.41717791,2532,162,166,351,467,373,0,0,221,0,272,279,1102,0,0,343,691,960,2,1756,650,1394,492,237,1121,57,852,296,1275,1013,847,0,0,1414,3667,73,5493,4518,228,0.94,1373,8,5,1,1,0,305,1.77,1819,10.53,257,1.49,273,305,2,1,22,746,4,0,14,9,8690,1018,6,32,5729,6,0.03,33.16,5723,33.12,14190,0,0,82.13,14190,82.13,17278,11265,0,0,65.2,11242,65.07,23,0.13,547,7622,3,0.02,44.11,3101,17.95,9473,16890,97.75,0,0,54.83,9473,54.83,13938,20666,120,51,7438,0,0,43.05,6941,40.17,497,2.88,9,14.64,0,4,447,635,4,2,8841,10429,0,1311,1522,0,4485,7432,16864,25786,36599,36372,0,1808,4786.8,31585.68,86.3,0,Excel,,,,,,,,0,,,,,
3370,284901,Eastern New Mexico University,10/27/2020,10/2/2020,10/4/2019,4/3/2020,FALSE,FALSE,220537,162462,58075,0,5709,7,12.45,5808,2743,46,40191,238,5248,5431,16.62992222,5491,683,704,1328,0,0,0,0,812,833,0,0,3334,0,0,3802,0,0,126,713,985,3997,1440,925,2226,556,2088,4231,1839,13,11,0,0,5960,2377,129,4235,3570,495,2.09,2524,8,6,1,1,378,121,0.37,698,2.14,224,0.69,3,3,0,0,505,1399,4,1,16,13,6360,3969,12,16,19566,0,0,59.91,19566,59.91,29091,0,0,89.08,29091,89.08,32658,23826,0,0,72.96,23475,71.88,351,1.07,0,14304,0,0,43.8,10734,32.87,21550,22303,68.29,0,0,65.99,21550,65.99,25053,26497,81,62,13266,0,0,40.62,13069,40.02,197,0.6,14,16.8,255,29,260,313,1,1,0,254,0,1647,0,0,14083,12716,32280,37437,165130,166221,0,2629,16317,149903.68,90.78,0,Banner,,,,,,,,0,,,,,
3371,285001,Northmont Alumni Association,12/16/2020,10/30/2020,12/27/2019,5/29/2020,FALSE,FALSE,131065,102256,28809,0,1147,33,6.08,5994,2608,151,24752,110,2835,2923,15.28206201,2950,179,184,423,774,443,0,0,209,438,463,369,1644,0,0,439,965,984,0,1928,859,1557,560,371,1535,57,1363,368,1192,1294,917,0,0,1182,2711,85,5728,4207,220,0.94,466,2,2,1,0,0,420,2.2,3538,18.5,295,1.54,2328,2372,12,9,10,221,1,0,15,11,3391,454,2,14,7975,10,0.05,41.69,7965,41.64,16716,0,0,87.39,16716,87.39,19127,13067,2,0.01,68.32,12892,67.4,173,0.9,345,9147,3,0.02,47.82,4937,25.81,11717,15470,80.88,0,0,61.26,11717,61.26,15061,17708,93,61,8983,2,0.01,46.97,8891,46.48,90,0.47,12,15.4,0,0,551,586,3,2,9037,10643,0,1720,2219,0,6823,9124,17003,24216,35959,35437,0,947,8201.1,27235.58,75.74,0,Excel,,,,,,,,0,,,,,
3372,285101,Jackson High School (OH),2/22/2021,9/18/2020,11/15/2019,4/17/2020,FALSE,FALSE,78473,60542,17931,0,1868,26,6.55,5367,2299,139,23705,146,2449,2478,13.8590604,2596,170,174,279,489,372,0,0,171,284,348,292,1353,0,0,403,730,787,22,1421,732,1319,568,369,972,49,1036,280,1067,1066,767,0,0,1407,2102,56,4021,3366,224,0.95,763,4,3,1,1,0,279,1.56,101,0.56,92,0.51,229,246,1,1,1685,2050,11,7,14,10,2837,218,1,12,5202,6,0.03,29.09,5196,29.06,17101,0,0,95.64,17101,95.64,17880,13224,0,0,73.96,12915,72.23,309,1.73,0,6054,2,0.01,33.86,2686,15.02,14341,15182,84.91,0,0,80.21,14341,80.21,15505,17675,99,65,9390,0,0,52.52,9257,51.77,133,0.74,11,14.51,0,1,91,158,1,0,6157,7645,0,2236,1352,0,4010,8658,16789,23167,34515,34505,0,2650,5144.1,29360.62,85.07,0,Excel,,,,,,,,0,,,,,
3373,285201,New York VFW,12/14/2020,10/9/2020,10/11/2019,4/10/2020,FALSE,TRUE,335918,165928,169990,0,2005,0,11.63,0,0,0,43465,457,14342,14792,35.05047154,14800,1721,1717,0,0,0,0,0,0,0,0,0,6598,0,0,0,0,0,0,296,882,13393,4774,488,3434,4753,2528,0,4174,0,0,0,0,1930,6623,747,11247,8727,1881,4.08,77,0,0,1,1,0,594,1.41,175,0.41,84,0.2,48,49,0,0,8,1053,3,0,34,33,2812,0,0,6,11479,4,0.01,27.2,11475,27.19,41536,0,0,98.42,41536,98.42,42202,19314,0,0,45.77,18715,44.35,599,1.42,1215,14627,3,0.01,34.66,5897,13.97,24171,25950,61.49,0,0,57.27,24171,57.27,25721,27462,65,59,13336,0,0,31.6,13127,31.11,209,0.5,34,35.07,0,0,0,25,0,0,0,0,0,1274,0,0,10020,9858,42191,43017,451852,447138,2800,2719,50997,396141.49,87.67,0,Excel,,,,,,,,427,,,,,
3374,285301,Cheshire Academy,1/27/2021,10/2/2021,10/4/2019,4/3/2020,TRUE,FALSE,51455,33777,17678,0,206,7,15.1,208,97,2,10702,74,1131,1147,19.13899549,1211,182,183,87,342,319,0,0,170,181,28,29,379,72,223,281,265,331,1,537,280,762,257,98,553,61,351,323,515,312,286,0,0,196,759,37,1717,1554,95,3.04,2975,50,28,1,1,626,56,0.93,158,2.64,124,2.07,1,4,0,0,94,342,6,1,19,11,1465,475,8,14,2154,310,5.17,35.94,1844,30.77,5192,0,0,86.63,5192,86.63,5993,3773,2,0.03,62.96,3663,61.12,108,1.8,0,3231,325,5.42,53.91,1352,22.56,3998,4688,78.22,4,0.07,66.71,3994,66.64,4945,5517,92,46,2905,5,0.08,48.47,2838,47.36,62,1.03,11,20.11,7,0,17,184,3,0,3086,3105,0,331,116,623,2302,2882,6397,7682,47348,47348,2150,409,5256,42091.65,88.9,0,Raiser's Edge NXT/Import-o-matic,,,,,,,,0,,,,,
3375,285401,"INROADS, Inc.",9/23/2021,1/15/2021,1/17/2020,7/17/2020,FALSE,FALSE,212286,133097,79189,0,8939,5,13.26,1126,543,8,29575,20,3058,3070,10.59534081,3078,408,431,1442,0,0,0,0,885,1070,0,0,1316,270,723,876,1374,376,6,1902,1570,1018,331,841,1622,99,1583,2428,909,0,0,0,0,9074,6688,184,5706,2550,322,1.41,4,0,0,0,0,0,91,0.31,74,0.26,8,0.03,60,62,0,0,157,648,2,1,11,10,1550,0,0,5,19883,63,0.22,68.62,19820,68.4,27162,0,0,93.74,27162,93.74,28975,20914,1,0,72.18,20618,71.16,295,1.02,540,15640,70,0.24,53.98,13020,44.94,22244,23589,81.41,0,0,76.77,22244,76.77,24712,25761,89,84,13397,1,0,46.24,13227,45.65,169,0.58,10,10.62,0,0,14,22,0,0,19506,0,0,8664,0,3247,11709,11989,28920,29577,103903,98881,0,2423,23417.1,75464.15,72.63,0,Excel,95,179,2017,95.85,,,,480,,,,,
3376,285501,National Association of Social Workers,1/6/2021,10/25/2020,9/27/2019,4/3/2020,FALSE,TRUE,1232433,782998,449435,0,6576,1451,9.41,2923,1430,15,166147,109,46357,46233,28.15754534,46475,4372,4472,16828,4930,5374,280,732,8637,19233,8628,13517,23050,121,1679,21758,5488,7287,4,7612,7203,36926,2102,4530,36306,721,16980,21638,24455,7214,8604,0,161,6629,0,0,0,0,0,2.66,16,0,0,0,0,723,9859,6,8569,5.22,4654,2.83,36,37,0,0,30,299,0,0,28,28,1736,123,0,1,143579,116,0.07,87.44,143463,87.37,150741,2,0,91.81,150739,91.81,164194,157867,4,0,96.15,154536,94.12,3327,2.03,0,98588,97,0.06,60.04,98491,59.98,102665,107430,65.43,0,0,62.53,102665,62.53,114686,115812,71,69,46805,4,0,28.51,45697,27.83,1104,0.67,28,28.3,0,1441,3177,3394,2,2,29470,33434,318,9586,32882,1526,136920,37086,162053,166056,1070236,1070834,19084,4412,133914,936920.46,87.54,2179,iMIS,,,,,,,,3157,,,,,
3377,285601,Brenau University,10/8/2020,10/16/2020,10/18/2019,4/17/2020,FALSE,FALSE,194933,139493,55440,0,1518,28,11.47,1251,614,3,30368,107,3748,3844,14.8842252,3855,442,465,696,709,454,10,4,523,725,474,307,1968,154,474,1129,1002,931,0,479,654,2989,1252,309,1691,142,1568,1324,1673,1222,830,0,28,1552,3922,169,8918,6879,617,1.71,3390,13,11,0,0,0,321,1.24,3809,14.75,166,0.64,5,5,0,0,12,355,1,0,15,12,1810,752,3,6,9312,82,0.32,36.06,9230,35.74,24387,0,0,94.43,24387,94.43,25826,21093,0,0,81.67,20919,81,174,0.67,0,12780,71,0.27,49.49,5830,22.57,19230,19594,75.87,0,0,74.46,19230,74.46,21079,21751,84,69,14185,0,0,54.93,14099,54.59,86,0.33,13,14.93,109,11,217,260,1,1,9409,11025,38,2981,2592,2547,8204,13181,25464,26879,101667,101288,0,1436,16425,84863.46,83.47,59,Raiser's Edge v7.94 or earlier,,,,,,,,0,,,,,
3378,285701,Mater Dei High School,,10/23/2020,10/25/2019,4/24/2020,FALSE,FALSE,63953,42447,21506,0,551,58,9.77,3148,1340,94,10686,56,3157,3181,35.45079683,3213,314,328,824,0,0,0,0,496,449,1,0,2096,0,0,923,791,904,2,157,454,2592,657,435,1573,79,1722,963,1122,1074,751,0,0,571,1178,129,2209,1648,249,3.5,1043,12,10,1,1,0,24,0.27,11,0.12,16,0.18,1,1,0,0,5,43,0,0,35,30,729,613,7,7,4188,1,0.01,46.67,4187,46.66,8861,0,0,98.75,8861,98.75,8973,7361,0,0,82.03,826,9.21,6535,72.83,0,3402,1,0.01,37.91,1753,19.54,5544,5596,62.36,0,0,61.79,5544,61.79,5687,5724,64,53,3470,0,0,38.67,1065,11.87,2405,26.8,30,35.81,34,45,8,49,1,0,3485,3535,0,491,1,0,3776,501,8727,9587,66258,66258,0,175,5815.5,60442.23,91.22,0,Bloomerang,121,346,2033,95.16,,,,0,,,,,
3379,285801,Don Bosco Technical Institute,2/15/2021,11/6/2020,11/1/2019,7/31/2020,FALSE,FALSE,26941,18968,7973,0,174,2,18.11,0,0,0,10359,19,616,611,7.457585744,635,115,119,107,188,101,15,14,80,129,153,95,310,37,118,238,157,128,1,325,91,495,208,64,290,40,256,396,229,72,51,0,4,184,1069,50,4028,2870,84,1.4,360,4,3,0,0,0,87,1.06,392,4.78,337,4.11,0,0,0,0,102,180,2,1,8,6,1145,766,9,11,2593,4,0.05,31.65,2589,31.6,182,0,0,2.22,182,2.22,8193,6791,0,0,82.89,6667,81.37,124,1.51,0,4941,4,0.05,60.31,2067,25.23,7357,7545,92.09,0,0,89.8,7357,89.8,7981,8265,101,77,5944,0,0,72.55,5875,71.71,69,0.84,6,7.75,13,0,136,153,2,1,1960,766,75,432,1058,965,2355,5468,8699,9980,32115,32608,0,364,2391.9,30216.3,94.09,195,Raiser's Edge NXT/Import-o-matic,,,,,,,,0,,,,,
3380,285901,Lambda Chi Alpha,11/30/2020,10/23/2020,10/25/2019,4/24/2020,TRUE,FALSE,1473418,989917,483501,0,4564,58,11.11,0,0,0,278464,2585,26018,28408,16.05361755,28627,3179,3114,6647,1109,521,0,0,2614,4759,3536,2568,13674,531,3761,6219,8675,8647,272,20009,4799,19031,12753,1471,8239,860,11901,7345,12039,9831,7119,0,0,4287,30638,1511,59255,48264,4511,1.8,48737,28,18,1,1,5799,1995,1.13,1044,0.59,1046,0.59,18,17,0,0,542,4323,2,0,15,9,64624,49103,28,23,38955,212,0.12,22.01,38743,21.89,164806,0,0,93.13,164806,93.13,176957,130366,4,0,73.67,120010,67.82,10352,5.85,2873,73506,172,0.1,41.54,25070,14.17,118629,124003,70.08,0,0,67.04,118629,67.04,135492,146540,83,49,83606,4,0,47.25,78485,44.35,5117,2.89,10,16.16,0,0,448,1141,1,0,86115,83928,0,3687,10096,13354,35688,72786,174613,227518,756071,753832,19300,17885,145050.3,608781.71,80.52,0,Other,,,,,,,,2189,,,,,
3381,286001,Chambersburg Area School District Foundation,1/13/2021,10/11/2020,11/8/2019,4/10/2020,FALSE,FALSE,218664,158676,59988,0,2312,52,7.98,13970,5669,606,44352,606,5758,6267,18.71472512,6367,508,520,354,1603,1532,0,0,374,482,535,494,2724,0,0,629,1746,2902,5,813,1835,4168,1574,642,2176,1017,1100,519,2678,2776,2489,0,0,2316,4662,173,10866,8872,522,1.52,3792,11,9,2,1,0,308,0.92,206,0.62,97,0.29,472,505,2,1,24,2496,7,0,17,13,8810,1831,5,20,10411,6,0.02,31.09,10405,31.07,30712,0,0,91.71,30712,91.71,33487,8589,0,0,25.65,8539,25.5,50,0.15,1339,14495,3,0.01,43.29,5620,16.78,20746,26170,78.15,0,0,61.95,20746,61.95,24864,29308,88,56,11751,0,0,35.09,11739,35.06,12,0.04,14,19,0,0,26,56,0,0,19989,23199,0,3880,1273,0,8185,5807,30914,40001,101821,101232,0,3856,16225.8,85006.42,83.49,0,Other,,,,,,,,0,,,,,
3384,286301,Syracuse City School District,3/29/2021,9/11/2020,11/8/2019,4/10/2020,FALSE,FALSE,318577,274388,44189,0,3816,81,4.73,34153,13098,2041,89222,367,5598,5835,13.80313675,5970,282,291,555,970,1014,0,0,291,572,649,664,2439,0,0,788,1320,2482,4,4094,1157,3743,915,556,3036,143,1807,490,3226,2438,2182,0,0,3869,10048,123,14000,10524,433,0.67,1329,3,1,1,0,0,1317,3.12,1557,3.68,691,1.63,1716,1823,4,2,36,1547,4,0,13,6,46884,7653,18,53,19351,13,0.03,45.78,19338,45.75,31690,0,0,74.97,31690,74.97,42273,28458,1,0,67.32,28354,67.07,103,0.24,841,22506,10,0.02,53.24,11972,28.32,21163,64830,153.36,0,0,50.06,21163,50.06,31978,69486,164,36,16702,2,0,39.51,16649,39.38,51,0.12,7,14.11,0,371,1314,1419,3,1,17377,21459,0,4367,3534,0,15535,17689,43344,92318,61023,60179,0,4952,12701.1,47477.77,77.8,0,Excel,,,,,,,,0,,,,,
3386,286501,The Kiski School,9/30/2020,9/25/2020,9/20/2019,3/20/2020,FALSE,FALSE,31208,18502,12706,0,95,22,20.12,0,0,0,5118,43,1130,1169,33.4,1173,236,243,150,321,182,85,102,202,173,89,51,501,78,241,289,332,336,10,211,241,816,196,82,741,55,350,323,503,367,310,0,30,96,510,102,813,538,65,6.74,939,27,18,1,1,510,34,0.97,54,1.54,38,1.09,0,0,0,0,14,59,2,0,32,22,708,382,11,14,1822,123,3.51,52.06,1699,48.54,3222,0,0,92.06,3222,92.06,3500,2384,0,0,68.11,2358,67.37,26,0.74,0,1421,99,2.83,40.6,784,22.4,1961,2245,64.14,0,0,56.03,1961,56.03,2236,2462,70,44,1303,0,0,37.23,1288,36.8,15,0.43,23,33.51,5,0,48,103,3,1,1657,1744,73,140,381,436,1703,1388,3502,4137,65005,64574,0,151,3811.8,60762.38,93.47,336,Senior Systems,,,,,,,,0,,,,,
3388,286701,Texas A&M University - Texarkana,,6/9/2023,6/10/2022,12/9/2022,TRUE,FALSE,77365,65774,17663,0,2235,29,7.98,1521,733,5,14671,12,1505,1510,11.45936101,1531,121,111,463,0,0,0,0,290,324,0,0,370,209,741,1046,0,0,4,1156,439,853,163,257,975,118,394,1141,79,0,0,0,0,2282,0,0,0,0,0,0.92,228,2,2,0,0,37,54,0.41,36,0.27,4,0.03,3,3,0,0,688,1774,13,5,11,10,2519,0,0,17,8213,10,0.08,62.33,8203,62.25,12715,0,0,96.49,12715,96.49,13177,4200,0,0,31.87,4057,30.79,143,1.09,205,4606,8,0.06,34.95,4598,34.89,8816,9779,74.21,1,0.01,66.9,8815,66.9,9703,11111,84,66,3239,0,0,24.58,3153,23.93,86,0.65,10,11.51,0,0,13,38,0,0,0,0,0,856,0,1711,5839,2579,12978,14584,39400,35805,0,2443,5769.044,30036.256,76.23,0,Raiser's Edge NXT/Import-o-matic,60,10,196,77.44,,,,0,,,,,
3389,286801,The Rindge Tech Alumni Association,12/18/2020,12/18/2020,2/28/2020,7/17/2020,FALSE,FALSE,165097,122201,42896,0,1135,14,7.81,10766,4267,563,50257,372,2597,2934,9.514235683,2971,232,236,223,414,393,0,0,105,197,255,252,1119,0,0,377,589,1148,5,1635,577,1785,461,264,1270,80,757,342,1573,1023,974,0,0,1151,3172,63,7126,6179,181,0.75,2846,9,6,1,1,0,370,1.2,3479,11.28,120,0.39,627,754,2,1,7741,8366,27,15,8,5,9493,1176,4,19,8400,11,0.04,27.24,8389,27.2,27704,0,0,89.84,27704,89.84,30838,16014,1,0,51.93,15928,51.65,85,0.28,0,11897,0,0,38.58,5718,18.54,19653,25278,81.97,0,0,63.73,19653,63.73,25694,32016,104,51,14507,0,0,47.04,14452,46.86,55,0.18,6,9.63,0,2,887,2130,7,2,9888,11898,0,1278,2117,0,7071,12069,29487,47073,46383,46003,0,2222,11925.3,34077.79,73.47,0,Excel,124,248,1658,93.89,,,,0,,,,,
3390,286901,The University of Georgia Foundation,6/14/2021,3/5/2021,3/6/2020,9/4/2020,TRUE,FALSE,2921385,1985382,936003,0,29187,8521,10.86,84862,40256,531,373056,1442,47241,48581,14.35091368,48668,5287,4733,8691,7646,4823,2999,5453,4854,6836,8096,5847,12032,3457,19517,14617,9822,12733,21,6922,9070,35865,9761,6725,25270,1792,16118,21967,18025,8373,8853,0,7955,29120,30044,1817,66051,31356,5484,1.56,46722,14,13,0,0,190246,35407,10.46,1588,0.47,64892,19.17,15757,15937,5,4,442,1724,1,0,14,13,9167,4052,1,2,183480,1019,0.3,54.2,182461,53.9,329699,235,0.07,97.39,329464,97.32,338522,206834,52,0.02,61.1,205423,60.68,1359,0.4,0,156310,676,0.2,46.17,124278,36.71,239793,244223,72.14,147,0.04,70.84,239646,70.79,251586,254680,75,67,113444,42,0.01,33.51,112643,33.27,759,0.22,13,14.38,3712,2871,699,1210,0,0,127584,94888,6979,18165,29599,48288,144545,106684,304268,324952,1101899,1047928,0,8044,261379.2,786548.91,71.38,27283,Blackbaud CRM,1804,5222,27993,94.85,,,,0,,,,,
3391,287001,The American College of Financial Services,12/30/2020,11/13/2020,11/15/2019,5/15/2020,FALSE,FALSE,617112,434448,182664,0,10601,17357,4.93,2160,907,92,168806,818,16084,16892,10.73762364,16906,834,850,166,6779,7657,4181,7994,335,869,8067,6004,6690,659,1529,2900,5476,5393,5626,6703,2118,4825,4803,2560,5816,137,6661,10714,8501,455,455,0,20768,11064,6661,151,14456,8332,2687,0.53,16889,11,10,1,0,28584,5402,3.43,7751,4.93,6636,4.22,4567,5276,3,3,453,5707,4,0,10,10,24932,3538,2,15,85591,26,0.02,54.41,85565,54.39,149615,17,0.01,95.1,149598,95.09,157316,125580,8,0.01,79.83,122501,77.87,3071,1.95,0,46462,15,0.01,29.53,38115,24.23,92024,99204,63.06,8,0.01,58.5,92016,58.49,104648,119466,76,62,71810,18,0.01,45.65,69808,44.37,1984,1.26,10,10.74,116,201,415,1028,1,0,101446,3852,31408,18956,70046,11222,28009,52842,135630,151431,214686,214108,0,23775,54709.5,159398.29,74.25,43547,Raiser's Edge NXT/Import-o-matic,,,,,,,,0,,,,,
3392,287101,North Greenville University,10/20/2020,11/13/2020,11/1/2019,5/1/2020,FALSE,FALSE,94024,63786,30238,0,1961,41,10.29,1970,938,9,21851,150,2397,2500,15.43876984,2548,262,269,659,0,0,0,0,366,424,0,0,1463,0,0,1671,0,0,34,498,652,1621,748,445,782,193,801,1867,946,0,0,0,0,2046,2013,88,5150,3582,329,1.62,2096,13,10,1,1,0,50,0.31,51,0.31,33,0.2,15,18,0,0,941,1502,9,4,15,11,3628,2422,15,17,7062,12,0.07,43.61,7050,43.54,15859,0,0,97.94,15859,97.94,16193,10572,0,0,65.29,10496,64.82,76,0.47,0,7502,6,0.04,46.33,3914,24.17,11782,12151,75.04,0,0,72.76,11782,72.76,12601,13228,82,58,6763,0,0,41.76,6724,41.52,39,0.24,12,15.73,0,0,23,38,0,0,0,0,0,1957,0,0,5726,6512,15820,19635,61850,61468,0,1547,8758.8,52708.9,85.22,0,Jenzabar,,,,,,,,0,,,,,
